TARGET;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;ORGANIZATION_TYPE;REGION_RATING_CLIENT;OCCUPATION_TYPE;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ENTRANCES_AVG;LANDAREA_AVG
0;Cash loans;F;Y;1;202500;1305000;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 3;1;Sales staff;0.2278;0.1002;0.8572;0.0218;0.1379;0.0416
1;Cash loans;F;Y;0;157500;835605;Working;Secondary / secondary special;Married;House / apartment;Other;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;112500;315000;Commercial associate;Higher education;Married;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;225000;1125000;Commercial associate;Secondary / secondary special;Married;Rented apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;252000;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Sales staff;0.0722;0.0528;0.6396;0.0064;0.1207;0.07
0;Cash loans;F;Y;0;450000;1698165;Commercial associate;Secondary / secondary special;Married;House / apartment;Industry: type 7;1;Accountants;0.2593;0.1617;0.6940000000000001;0.1422;0.2414;0
0;Cash loans;F;Y;0;225000;900000;Working;Secondary / secondary special;Widow;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;273024;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;2;157500;450000;Working;Secondary / secondary special;Married;House / apartment;Other;1;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;270000;1288350;Commercial associate;Higher education;Widow;House / apartment;Construction;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;0;270000;405000;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Self-employed;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;108000;247275;Commercial associate;Secondary / secondary special;Married;House / apartment;School;3;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;171000;167895;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;1;NA;0.0495;0.0626;NA;NA;0.1034;NA
0;Cash loans;F;Y;0;135000;508495.5;Pensioner;Higher education;Widow;House / apartment;XNA;2;NA;0.0732;0.0372;NA;NA;0.0345;NA
1;Cash loans;F;N;0;112500;545040;Working;Secondary / secondary special;Single / not married;With parents;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;324000;808650;Working;Secondary / secondary special;Married;House / apartment;School;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;202500;675000;Working;Higher education;Married;House / apartment;Business Entity Type 3;1;NA;0.2959;0.1899;0.6940000000000001;0.0108;0.2759;0
0;Cash loans;F;N;0;180000;454500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;76500;112068;State servant;Higher education;Married;House / apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;112500;270000;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;Waiters/barmen staff;0.1237;0.1142;0.6940000000000001;0.0538;0.2759;0.0313
0;Cash loans;F;Y;0;180000;1237500;Working;Higher education;Married;House / apartment;Other;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;126000;770292;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;0.1443;0;0.898;NA;0.2414;0.1398
0;Cash loans;M;Y;1;171000;225000;Working;Secondary / secondary special;Married;House / apartment;Military;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;3;135000;450000;Working;Secondary / secondary special;Single / not married;House / apartment;Self-employed;2;Drivers;0.1979;0.1839;0.8028;0.0841;0.4138;0.0489
0;Cash loans;M;Y;0;90000;755190;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0825;NA;NA;NA;0.2069;NA
0;Cash loans;F;N;0;76500;360000;Pensioner;Lower secondary;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;720000;Working;Higher education;Married;House / apartment;Other;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;76500;71955;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;1;270000;384048;Working;Secondary / secondary special;Single / not married;House / apartment;Industry: type 11;1;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;225000;536917.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;90000;675000;State servant;Incomplete higher;Single / not married;With parents;Police;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;225000;1078200;Working;Secondary / secondary special;Married;House / apartment;Construction;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;157500;454500;Working;Higher education;Married;House / apartment;Self-employed;3;Sales staff;0.1237;0.1328;0.7348;0.0164;0.2759;0.1094
1;Cash loans;M;Y;1;202500;675000;Working;Secondary / secondary special;Married;House / apartment;Security;2;Drivers;0.0866;0.0847;0.7959999999999999;0.0266;0.1724;0.0197
0;Cash loans;M;Y;0;135000;191880;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;112500;687600;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Laborers;0.0608;0.0607;0.7416;0.0075;0.1379;0.0592
0;Cash loans;M;Y;0;103500;112500;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;1291500;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;0.0082;NA;NA;NA;0.0345;NA
0;Cash loans;F;N;0;180000;607500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;270000;675000;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;592560;Commercial associate;Secondary / secondary special;Single / not married;With parents;Medicine;2;IT staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;1;112500;337500;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;Laborers;0.0979;0.051;0.8368;0.0293;0.069;NA
0;Revolving loans;F;Y;0;180000;315000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;325908;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;152820;State servant;Higher education;Married;House / apartment;Industry: type 9;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;0;135000;135000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;2;112500;515529;Working;Higher education;Married;House / apartment;Services;2;Private service staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;180000;288873;Working;Higher education;Single / not married;House / apartment;Industry: type 9;2;Managers;0.2237;0.1112;0.7348;0.0913;0.1379;0
0;Cash loans;M;Y;2;112500;364230;Working;Secondary / secondary special;Married;House / apartment;School;3;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;94500;270000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0546;NA;NA;NA;0.1379;NA
0;Revolving loans;F;Y;1;382500;1350000;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;0.0639;NA;NA;NA;0.1034;NA
0;Cash loans;F;Y;0;112500;1288350;Working;Secondary / secondary special;Married;House / apartment;Self-employed;3;Sales staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;0;67500;180000;Working;Secondary / secondary special;Single / not married;House / apartment;Industry: type 2;2;Laborers;0.1381;NA;NA;NA;0.069;NA
1;Cash loans;F;Y;0;225000;558000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;NA;0.0598;0.0636;NA;NA;0.069;0.0123
0;Cash loans;F;Y;1;112500;254700;State servant;Secondary / secondary special;Married;House / apartment;Medicine;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;135000;517788;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;3;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;135000;135000;Working;Secondary / secondary special;Single / not married;Co-op apartment;Business Entity Type 3;2;Waiters/barmen staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;76500;281916;Working;Higher education;Married;House / apartment;Medicine;2;NA;0.0557;0.0375;0.7212;0.0097;0.0345;0.0424
0;Revolving loans;F;Y;0;135000;337500;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 2;2;High skill tech staff;0.132;0.0518;0.7892;0.0308;0.0345;NA
0;Cash loans;M;N;2;112500;891072;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Laborers;0.0247;0.0563;0.456;0.0037;0.1379;0.0491
0;Cash loans;F;Y;1;202500;533668.5;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.0619;NA;NA;NA;0.1034;NA
0;Cash loans;F;Y;0;157500;808650;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Core staff;0.0093;NA;0.3472;NA;0.069;NA
0;Revolving loans;M;Y;1;202500;405000;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;High skill tech staff;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;337500;553806;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 2;1;Drivers;0.4186;0.2034;0.7892;0.0932;0.3103;0
0;Cash loans;F;Y;0;112500;755190;Working;Secondary / secondary special;Married;House / apartment;Religion;2;Sales staff;0.0082;NA;0.6056;NA;0.069;0.0198
0;Revolving loans;M;N;1;112500;270000;Working;Higher education;Married;House / apartment;Government;2;NA;0.0825;0.0808;NA;NA;0.1379;0.1603
1;Cash loans;M;Y;0;117000;566055;Working;Secondary / secondary special;Separated;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;508495.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;144000;180000;Working;Secondary / secondary special;Married;House / apartment;Security;3;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;135000;1066320;State servant;Secondary / secondary special;Married;House / apartment;Military;2;Laborers;0.0082;0;0.5920000000000001;0.0013;0.0345;0.0142
0;Revolving loans;F;Y;1;157500;270000;Working;Higher education;Civil marriage;House / apartment;Government;2;Core staff;0.0784;NA;NA;NA;0.1379;0.0589
0;Cash loans;M;Y;1;112500;499221;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Laborers;0.0804;NA;NA;NA;0.1379;NA
0;Cash loans;F;Y;2;117000;135000;Working;Secondary / secondary special;Married;House / apartment;School;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;536917.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;450000;State servant;Higher education;Married;House / apartment;School;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;427500;1546020;Commercial associate;Higher education;Single / not married;House / apartment;Business Entity Type 3;1;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;180000;675000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;0.0011;NA;NA;0.069;NA
0;Cash loans;F;Y;0;135000;112500;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 3;2;Low-skill Laborers;0.0165;0.0415;NA;NA;0.069;0.0625
0;Cash loans;F;Y;0;90000;582228;Pensioner;Secondary / secondary special;Married;Municipal apartment;XNA;2;NA;0.0072;0;0.5308;0;0;0.0066
0;Cash loans;M;N;0;324000;1096020;Commercial associate;Higher education;Civil marriage;House / apartment;Business Entity Type 3;2;Managers;0.0247;0.0415;0.5579999999999999;0.0088;0.069;0.0189
0;Cash loans;F;N;0;135000;180000;Working;Higher education;Married;House / apartment;Kindergarten;2;Core staff;0.1495;0.0909;0.8232;NA;0.1379;0.1062
0;Cash loans;M;N;0;180000;402048;Working;Higher education;Single / not married;House / apartment;School;2;Managers;0.0763;0.0444;0.8164;0.0175;0.069;0.0422
0;Cash loans;M;N;0;180000;269550;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;135000;State servant;Secondary / secondary special;Single / not married;House / apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;302206.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;270000;1096020;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;0.5866;0.5271;0.932;0.4605;0.4138;0.2322
0;Revolving loans;F;Y;0;675000;1350000;Commercial associate;Higher education;Single / not married;House / apartment;Realtor;1;Accountants;0.1505;0.1071;NA;NA;0.1034;0.0189
0;Cash loans;M;Y;0;126000;314100;Commercial associate;Higher education;Separated;House / apartment;Self-employed;2;Managers;0.0433;0.0294;0.5988;0.0102;0.1379;0.0494
1;Cash loans;F;N;0;117000;314100;Working;Secondary / secondary special;Civil marriage;House / apartment;Government;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;675000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;270000;315000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;545040;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;180000;225000;Working;Incomplete higher;Married;House / apartment;Electricity;2;Laborers;0.133;NA;NA;NA;0.2759;NA
0;Cash loans;M;Y;0;135000;528318;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 3;2;Low-skill Laborers;0.0474;0.0533;0.8708;0.0068;0.1724;0.0307
0;Cash loans;M;N;0;270000;1078200;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Other;1;Drivers;0.1485;0.106;NA;NA;0.1379;NA
0;Cash loans;M;Y;1;90000;450000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;58500;286704;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;144000;1102828.5;State servant;Secondary / secondary special;Widow;House / apartment;Transport: type 2;2;Managers;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;1;360000;270000;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;1;180000;1078200;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;3;Sales staff;0.068;0.0843;0.7008;0.0087;0.1379;0.0608
0;Cash loans;M;Y;0;315000;331110;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Laborers;0.4649;0.486;0.9388;0.0158;0.1724;0.1777
0;Cash loans;M;N;0;67500;225000;Working;Lower secondary;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;0.0619;0.0589;NA;NA;0.1379;0.0522
0;Cash loans;M;Y;0;225000;450000;Working;Higher education;Single / not married;House / apartment;Trade: type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;175500;521280;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;90000;239850;Working;Lower secondary;Civil marriage;With parents;Business Entity Type 3;3;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;0;153000;450000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;252000;446787;Commercial associate;Incomplete higher;Civil marriage;House / apartment;Business Entity Type 3;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;677664;Working;Secondary / secondary special;Separated;House / apartment;Other;3;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;157500;239850;Working;Secondary / secondary special;Married;House / apartment;Transport: type 2;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;108000;135000;Commercial associate;Secondary / secondary special;Married;House / apartment;Kindergarten;1;Core staff;0.0825;0.0651;NA;NA;0.1379;0
0;Cash loans;M;N;0;144000;485640;State servant;Higher education;Single / not married;House / apartment;Other;3;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;202500;732915;Working;Secondary / secondary special;Married;House / apartment;Agriculture;2;High skill tech staff;0.0598;0.0605;NA;NA;0.1379;0.0105
0;Cash loans;F;N;0;157500;675000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;0;360000;900000;Working;Higher education;Married;House / apartment;Self-employed;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;157500;450000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;0.6872;NA;0.1552;0.0791
1;Cash loans;F;Y;0;166500;380533.5;Working;Secondary / secondary special;Separated;House / apartment;Security Ministries;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;90000;202500;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;112500;454500;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;3;Laborers;0.1278;0.0856;0.6872;0.0294;0.1034;0.0164
0;Cash loans;M;N;0;135000;199080;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Drivers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;2;121500;942300;Working;Secondary / secondary special;Married;With parents;Business Entity Type 2;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;639000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;225000;900000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;1078200;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;166500;755190;Working;Secondary / secondary special;Married;House / apartment;Kindergarten;1;Core staff;0.0546;0.0115;0.4084;0.0113;0.1379;0
0;Cash loans;F;N;1;261000;1546020;Commercial associate;Secondary / secondary special;Married;House / apartment;Transport: type 4;2;High skill tech staff;0.2464;NA;NA;NA;0.1724;NA
0;Cash loans;M;Y;0;180000;260640;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;202500;816660;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Laborers;0.0186;0.0371;0.61240000000000006;0.0147;0.069;0.0153
0;Cash loans;M;Y;0;180000;755190;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;808650;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;135000;254700;Working;Higher education;Married;House / apartment;Medicine;3;NA;0.0928;0.1149;0.8368;0.0867;0.2069;0.0442
0;Cash loans;F;Y;1;225000;450000;Working;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;99000;288562.5;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 1;2;Laborers;0.0577;0.0921;0.7076;0;0.1379;0.0511
0;Cash loans;M;N;0;225000;450000;Working;Secondary / secondary special;Single / not married;Co-op apartment;Government;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;180000;1288350;Working;Secondary / secondary special;Married;House / apartment;Security;2;Security staff;0.1639;0.0935;NA;NA;0.1724;0.0208
0;Cash loans;F;N;0;126000;1078200;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;932643;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0691;0.0361;0.8368;0.1414;0.069;0.0721
0;Cash loans;M;Y;0;247500;1168452;Working;Higher education;Married;House / apartment;Transport: type 4;1;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;270000;254700;Commercial associate;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;599472;Working;Secondary / secondary special;Single / not married;House / apartment;Medicine;2;Medicine staff;0.0124;0;0.5852;0.0021;0.069;0.0267
0;Cash loans;F;Y;0;112500;180000;Working;Secondary / secondary special;Married;House / apartment;Government;2;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;171000;269550;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.0619;NA;NA;NA;0.1379;NA
0;Cash loans;F;N;0;90000;450000;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;81000;589500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Medicine staff;0.1031;0.1187;0.6872;0.0445;0.2069;0.0794
0;Cash loans;F;Y;0;67500;343800;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;284400;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;3;94500;135000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;0.1072;0.1;0.7756;0.0062;0.2414;0.0276
0;Cash loans;M;Y;0;360000;1412032.5;Working;Secondary / secondary special;Married;Municipal apartment;Other;2;Laborers;0.1794;0.1095;0.7824;0.0307;0.1724;0.106
0;Cash loans;F;Y;0;90000;191880;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;45000;98910;Working;Secondary / secondary special;Married;House / apartment;School;3;NA;NA;NA;NA;NA;0.1034;NA
1;Cash loans;M;N;0;135000;550980;Commercial associate;Secondary / secondary special;Married;House / apartment;Industry: type 8;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;94500;127350;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Cleaning staff;0.068;0.0791;0.7348;0.0079;0.1379;0.0204
0;Cash loans;F;Y;0;36000;375322.5;Working;Secondary / secondary special;Married;House / apartment;Agriculture;2;Cooking staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;157500;180000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;NA;0.3113;NA;0.932;0.5909;0.2414;NA
0;Cash loans;F;Y;0;157500;509922;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;NA;0;NA;NA;NA;0.2069;NA
0;Cash loans;F;N;0;72900;454500;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0907;0.127;0.9184;0.0126;0.1379;0.0613
0;Cash loans;M;Y;0;675000;215640;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;1;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;112500;270000;Working;Secondary / secondary special;Single / not married;With parents;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;315000;701730;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;900000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.2124;0.0927;0.7959999999999999;0.0425;0.069;0
1;Cash loans;F;Y;0;118593;921330;Working;Secondary / secondary special;Widow;House / apartment;Self-employed;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;3;157500;688500;Working;Secondary / secondary special;Separated;With parents;Security;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;979992;Working;Secondary / secondary special;Widow;House / apartment;Self-employed;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;2;225000;568858.5;Working;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;112500;226422;Working;Secondary / secondary special;Single / not married;House / apartment;Other;2;Sales staff;0.3309;0.1635;0.8504;0.0607;0.1379;0.1456
0;Cash loans;M;Y;2;157500;332946;State servant;Higher education;Married;House / apartment;Government;2;NA;0.0722;NA;NA;0.0076;0.1379;0.0702
0;Cash loans;M;N;0;225000;675000;Commercial associate;Higher education;Single / not married;House / apartment;Legal Services;2;Core staff;0.1763;0.1295;NA;NA;0.1724;NA
0;Cash loans;F;Y;1;202500;900000;Working;Secondary / secondary special;Civil marriage;House / apartment;Kindergarten;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;286974;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;0.5536;0.4198;0.7892;0.3779;0.5172;0.3806
0;Revolving loans;F;N;0;90000;180000;Working;Secondary / secondary special;Single / not married;House / apartment;Other;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;112500;331920;Working;Lower secondary;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;0.0577;0.0909;NA;NA;0.1379;0.0225
0;Cash loans;M;Y;0;261000;254700;Working;Secondary / secondary special;Married;House / apartment;Other;1;NA;0.168;0;0.9796;0.0455;0.1034;0.1196
1;Cash loans;F;Y;0;112500;781695;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;0.2407;0.0816;0.8164;0;0.2241;0.0888
0;Cash loans;F;Y;1;135000;900000;Working;Secondary / secondary special;Married;Rented apartment;Self-employed;2;Realty agents;0.2268;0.0575;0.7552;0.1627;0.0345;0.0263
